num_cicloe,nombre_estacion,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e
442,Real De Mayorazgo_Avenida México - Coyoacán,Real De Mayorazgo,Avenida México - Coyoacán,Xoco,Benito Juarez,19.359863,-99.165065,Arroyo
443,Bruno Traven_Golondrinas,Bruno Traven,Golondrinas,General Pedro Maria Anaya,Benito Juarez,19.359583,-99.162085,Arroyo
444,General Manuel Rincón_Agustín Gutierrez,General Manuel Rincón,Agustín Gutierrez,General Pedro Maria Anaya,Benito Juarez,19.359475,-99.159437,Arroyo
445-446,Riff_Avenida Río Churubusco,Riff,Avenida Río Churubusco,General Pedro Maria Anaya,Benito Juarez,19.358934,-99.156064,Arroyo
447,Agustín Melgar_Zamora,Agustín Melgar,Zamora,Condesa,Cuauhtemoc,19.418879,-99.176854,Arroyo
448,Dr. Andrade_Arcos De Belén,Dr. Andrade,Arcos De Belén,Doctores,Cuauhtemoc,19.426611,-99.14447,Arroyo
449,Acapulco_Puebla,Acapulco,Puebla,Roma Norte,Cuauhtemoc,19.420281,-99.174392,Arroyo
450,Ramos Arizpe_Av México Tenochtitlan,Ramos Arizpe,Av México Tenochtitlan,Tabacalera,Cuauhtemoc,19.438228,-99.152269,Arroyo
451,Campos Elíseos_Goldsmith,Campos Elíseos,Goldsmith,Polanco,Miguel Hidalgo,19.428847,-99.201299,Arroyo
452,Leibnitz_Av. Ejercito Nacional,Leibnitz,Av. Ejercito Nacional,Anzures,Miguel Hidalgo,19.435867,-99.179856,Arroyo
453,Pedregal_Teapa,Pedregal,Teapa,Lomas De Chapultepec Seccion Iv/Lomas Virreyes,Miguel Hidalgo,19.424842,-99.203739,Arroyo
454,Montes Urales_Monte Pelvoux,Montes Urales,Monte Pelvoux,Lomas De Chapultepec Seccion Iv/Lomas Virreyes,Miguel Hidalgo,19.425905,-99.204236,Arroyo
455,Pedregal_Ferrocarril De Cuernavaca,Pedregal,Ferrocarril De Cuernavaca,Molino Del Rey,Miguel Hidalgo,19.426308,-99.2033,Arroyo
456,Alpes_Montes Escandinavos,Alpes,Montes Escandinavos,Lomas De Chapultepec Seccion V,Miguel Hidalgo,19.427517,-99.208412,Arroyo
457,Av. Prado Norte_Explanada,Av. Prado Norte,Explanada,Lomas De Chapultepec Seccion V,Miguel Hidalgo,19.42703,-99.212845,Arroyo
458,Montes Urales_Volcán,Montes Urales,Volcán,Lomas De Chapultepec Seccion Iii,Miguel Hidalgo,19.428679,-99.206605,Arroyo
459,Volcán_Montes Urales,Volcán,Montes Urales,Lomas De Chapultepec Seccion Iii,Miguel Hidalgo,19.429243,-99.207267,Arroyo
460,Juan Vázquez De Mella_Homero,Juan Vázquez De Mella,Homero,Polanco Seccion I/ Los Morales,Miguel Hidalgo,19.437014,-99.207932,Arroyo
461,Presa Don Martín_Boulevard Miguel De Cervantes Saavedra,Presa Don Martín,Boulevard Miguel De Cervantes Saavedra,Irrigacion,Miguel Hidalgo,19.440106,-99.210031,Arroyo
462,Presa Falcón_Presa Danxhó,Presa Falcón,Presa Danxhó,Irrigacion,Miguel Hidalgo,19.442338,-99.205198,Arroyo
463,Lago Andrómaco_Lago Zurich,Lago Andrómaco,Lago Zurich,Ampliacion Granada,Miguel Hidalgo,19.443228,-99.202492,Arroyo
464,Mateo Alemán_Prolongación Moliere,Mateo Alemán,Prolongación Moliere,Ampliacion Granada,Miguel Hidalgo,19.442421,-99.199838,Arroyo
465,Lago Ginebra_Lago Wetter,Lago Ginebra,Lago Wetter,Cuauhtemoc Pensil,Miguel Hidalgo,19.445039,-99.194078,Arroyo
466,Lago Onega_Lago Ladoga,Lago Onega,Lago Ladoga,Modelo Pensil,Miguel Hidalgo,19.44269,-99.19083,Arroyo
467,Lago Mayor_Lago Alberto,Lago Mayor,Lago Alberto,Granada,Miguel Hidalgo,19.440399,-99.186784,Arroyo
468,Lago Xochimilco_Av. Ejército Nacional,Lago Xochimilco,Av. Ejército Nacional,Anahuac I Seccion,Miguel Hidalgo,19.43726,-99.179624,Arroyo
469,Bahía De La Concepción_Bahía De Todos Los Santos,Bahía De La Concepción,Bahía De Todos Los Santos,Veronica Anzures,Miguel Hidalgo,19.434183,-99.173089,Arroyo
470,Bahía De Las Palmas_Bahía De Todos Los Santos,Bahía De Las Palmas,Bahía De Todos Los Santos,Veronica Anzures,Miguel Hidalgo,19.435039,-99.173879,Arroyo
471,Bahía De Chachalacas_Bahía De Santa Bárbara,Bahía De Chachalacas,Bahía De Santa Bárbara,Veronica Anzures,Miguel Hidalgo,19.436287,-99.174888,Arroyo
472,Bahía De Santa Bárbara_Bahía De Ballenas,Bahía De Santa Bárbara,Bahía De Ballenas,Veronica Anzures,Miguel Hidalgo,19.437667,-99.17711,Arroyo
473,Bahía Del Espíritu Santo_Bahía De Banderas,Bahía Del Espíritu Santo,Bahía De Banderas,Veronica Anzures,Miguel Hidalgo,19.438143,-99.17519,Arroyo
474,Bahía De San Hipólito_Bahía Del Espíritu Santo,Bahía De San Hipólito,Bahía Del Espíritu Santo,Anahuac I Seccion,Miguel Hidalgo,19.438984,-99.177549,Arroyo
475,Lago Muritz_Lago Alberto,Lago Muritz,Lago Alberto,Anahuac I Seccion,Miguel Hidalgo,19.439249,-99.181065,Arroyo
476,Lago Como_Laguna De Mayrán,Lago Como,Laguna De Mayrán,Granada,Miguel Hidalgo,19.442127,-99.184433,Arroyo
477,Lago Iseo_Laguna De Mayrán,Lago Iseo,Laguna De Mayrán,Anahuac I Seccion,Miguel Hidalgo,19.440905,-99.181743,Arroyo
478,Laguna De Mayrán_Lago Chalco,Laguna De Mayrán,Lago Chalco,Anahuac I Seccion,Miguel Hidalgo,19.440818,-99.176961,Arroyo
479,Lago Muritz_Av.Marina Nacional,Lago Muritz,Av.Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.444433,-99.179664,Arroyo
480,Lago Iseo_Av. Marina Nacional,Lago Iseo,Av. Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.446073,-99.181654,Arroyo
481,Lago Garda_Mariano Escobedo,Lago Garda,Mariano Escobedo,Popotla,Miguel Hidalgo,19.449367,-99.182461,Arroyo
482,Lago Xochimilco_Laguna De San Cristóbal,Lago Xochimilco,Laguna De San Cristóbal,Anahuac,Miguel Hidalgo,19.444826,-99.178393,Arroyo
483,Colegio Salesiano_Marina Nacional,Colegio Salesiano,Marina Nacional,Anahuac,Miguel Hidalgo,19.443092,-99.177612,Arroyo
484,Laguna Mayran_Lago Cuitzeo,Laguna Mayran,Lago Cuitzeo,Anahuac,Miguel Hidalgo,19.44046,-99.174564,Arroyo
485,Lago De Pátzcuaro_Marina Nacional,Lago De Pátzcuaro,Marina Nacional,Anahuac,Miguel Hidalgo,19.438506,-99.172696,Arroyo
486,Izcoatl_Circuito Interior Melchor Ocampo,Izcoatl,Circuito Interior Melchor Ocampo,Tlaxpana,Miguel Hidalgo,19.437334,-99.169573,Arroyo
487,Nopaltzin_Quetzalcoatl,Nopaltzin,Quetzalcoatl,Tlaxpana,Miguel Hidalgo,19.439741,-99.168901,Arroyo
488,Huetzin_Cuitláhuac,Huetzin,Cuitláhuac,Anahuac,Miguel Hidalgo,19.44484,-99.17049,Arroyo
489,Lago Chalco_Laguna Tamiahua,Lago Chalco,Laguna Tamiahua,Anahuac,Miguel Hidalgo,19.446449,-99.176028,Arroyo
490,Lago Garda_Ffcc,Lago Garda,Ffcc,Anahuac,Miguel Hidalgo,19.448935,-99.179295,Arroyo
491,Colegio Salesiano_Lago Catemaco,Colegio Salesiano,Lago Catemaco,Anahuac,Miguel Hidalgo,19.449405,-99.176635,Arroyo
492,Lago Cuitzeo_Felipe Carrillo Puerto,Lago Cuitzeo,Felipe Carrillo Puerto,Anahuac,Miguel Hidalgo,19.449125,-99.173442,Arroyo
493,Lago Tláhuac_Laguna De Guzmán,Lago Tláhuac,Laguna De Guzmán,Anahuac,Miguel Hidalgo,19.445916,-99.170401,Arroyo
494,Tláloc_Calzada México Tacuba,Tláloc,Calzada México Tacuba,Tlaxpana,Miguel Hidalgo,19.444053,-99.167429,Arroyo
495,Amado Nervo_De Los Maestros,Amado Nervo,De Los Maestros,Agricultura,Miguel Hidalgo,19.445528,-99.166934,Arroyo
496,Maestro Rural_José Parres,Maestro Rural,José Parres,Un Hogar Para Nosotros,Miguel Hidalgo,19.449039,-99.170246,Arroyo
497,Manuel Carpio_Plan De Ayala,Manuel Carpio,Plan De Ayala,Santo Tomas,Miguel Hidalgo,19.452688,-99.170157,Arroyo
498,De Los Maestros_Plan De Agua Prieta,De Los Maestros,Plan De Agua Prieta,Plutarco Elias Calles,Miguel Hidalgo,19.453197,-99.16645,Arroyo
499,De Los Maestros_Calzada De Los Gallos,De Los Maestros,Calzada De Los Gallos,Agricultura,Miguel Hidalgo,19.455986,-99.165966,Arroyo
500,Plan De Guadalupe /Ferrocarril De Cuernavaca_Juan Sarabia,Plan De Guadalupe /Ferrocarril De Cuernavaca,Juan Sarabia,Plutarco Elias Calles,Miguel Hidalgo,19.456546,-99.169344,Arroyo
501,Plan De Guadalupe /Ferrocarril De Cuernavaca_Eligio Ancona,Plan De Guadalupe /Ferrocarril De Cuernavaca,Eligio Ancona,Nextitla,Miguel Hidalgo,19.454257,-99.172593,Arroyo
502,Mar Mediterráneo_Callejón De La Zanja,Mar Mediterráneo,Callejón De La Zanja,Popotla,Miguel Hidalgo,19.453432,-99.174636,Arroyo
503,Nextitla_Mar Egeo,Nextitla,Mar Egeo,Nextitla,Miguel Hidalgo,19.455531,-99.175222,Arroyo
504,Mar Blanco_Calzada México Tacuba,Mar Blanco,Calzada México Tacuba,Popotla,Miguel Hidalgo,19.455343,-99.179056,Arroyo
505,Mar Negro_Mariano Escobedo,Mar Negro,Mariano Escobedo,Popotla,Miguel Hidalgo,19.4553348,-99.1814278,Arroyo
506,Mar Mediterráneo_Mar Arábigo,Mar Mediterráneo,Mar Arábigo,Tacuba,Miguel Hidalgo,19.459553,-99.185111,Arroyo
507,Mar Mediterráneo_Azcapotzalco,Mar Mediterráneo,Azcapotzalco,Tacuba,Miguel Hidalgo,19.460292,-99.188303,Arroyo
508,Libertad_C. José Sánchez Trujillo,Libertad,C. José Sánchez Trujillo,San Alvaro,Azcapotzalco,19.462421,-99.183614,Banqueta
509,Juárez_Venecia,Juárez,Venecia,San Alvaro,Azcapotzalco,19.45968,-99.1818,Arroyo
510,Egipto_Calle Norte 79 A,Egipto,Calle Norte 79 A,Claveria,Azcapotzalco,19.462152,-99.178291,Arroyo
511,Palestina_Egipto,Palestina,Egipto,Claveria,Azcapotzalco,19.463865,-99.18229,Arroyo
512,Clavería_Floresta,Clavería,Floresta,Claveria,Azcapotzalco,19.465636,-99.186342,Arroyo
513,Av. Aquiles Serdán_Av. Invierno,Av. Aquiles Serdán,Av. Invierno,Angel Zimbron,Azcapotzalco,19.46961,-99.18983,Arroyo
514,José F. Gutiérrez_Invierno,José F. Gutiérrez,Invierno,Angel Zimbron,Azcapotzalco,19.470485,-99.188509,Arroyo
515,Tebas_C. Salónica,Tebas,C. Salónica,Del Recreo,Azcapotzalco,19.46969,-99.18405,Arroyo
516,Texcoco_Nilo,Texcoco,Nilo,Claveria,Azcapotzalco,19.46669,-99.180302,Arroyo
517,Ignacio Allende_Clavería,Ignacio Allende,Clavería,Claveria,Azcapotzalco,19.465377,-99.179197,Arroyo
518,Heliópolis_Norte 79A,Heliópolis,Norte 79A,Claveria,Azcapotzalco,19.468315,-99.177386,Arroyo
519,Poniente 58_Cuitláhuac,Poniente 58,Cuitláhuac,Obrero Popular,Azcapotzalco,19.464891,-99.177242,Arroyo
520,Salónica_Eje 3 Norte Camarones,Salónica,Eje 3 Norte Camarones,Sector Naval,Azcapotzalco,19.47072,-99.17835,Camell<F3>N
521,Yuca_Clavelinas,Yuca,Clavelinas,Nueva Santa Maria,Azcapotzalco,19.466423,-99.173061,Arroyo
522,Prol. Nueces_Av. Cuitlahuac,Prol. Nueces,Av. Cuitlahuac,Unidad Habitacional Cuitl<E1>Huac,Azcapotzalco,19.4705145,-99.1700615,Banqueta
523,Toronjil_Av. Cuitlahuac,Toronjil,Av. Cuitlahuac,Victoria De Las Democracias,Azcapotzalco,19.47111,-99.1653,Arroyo
524,Malvón_Juan Sarabia,Malvón,Juan Sarabia,Hogar Y Seguridad,Azcapotzalco,19.468246,-99.168165,Arroyo
525,Boldo_Tila,Boldo,Tila,Hogar Y Seguridad,Azcapotzalco,19.468293,-99.16557,Arroyo
526,Toronjil_Mejorana,Toronjil,Mejorana,Ignacio Allende,Azcapotzalco,19.466937,-99.162948,Arroyo
527,Boldo_Alcanfores,Boldo,Alcanfores,Nueva Santa Maria,Azcapotzalco,19.464826,-99.163177,Arroyo
528,Tlatilco_Av. Jardín,Tlatilco,Av. Jardín,Tlatilco,Azcapotzalco,19.464966,-99.160413,Arroyo
529,Av Plan De San Luis_Calle Clavelinas,Av Plan De San Luis,Calle Clavelinas,Nueva Santa Maria,Azcapotzalco,19.465552,-99.166851,Arroyo
530,Membrillo_Cda. Nueces,Membrillo,Cda. Nueces,Nueva Santa Maria,Azcapotzalco,19.464564,-99.169496,Arroyo
531,Norte 67_Poniente 44,Norte 67,Poniente 44,San Salvador Xochimanca,Azcapotzalco,19.460356,-99.174283,Arroyo
532,Av. Biólogo Maximino Martínez_Camarones,Av. Biólogo Maximino Martínez,Camarones,San Salvador Xochimanca,Azcapotzalco,19.4608519,-99.1711992,Arroyo
533,Av Plan De San Luis_Eulalia Gúzman,Av Plan De San Luis,Eulalia Gúzman,Nueva Santa Maria,Azcapotzalco,19.46047,-99.16727,Arroyo
534,Tlatilco_Jazmín,Tlatilco,Jazmín,Tlatilco,Azcapotzalco,19.45883,-99.164513,Arroyo
535,Av. Jardín_Orquídea,Av. Jardín,Orquídea,Tlatilco,Azcapotzalco,19.46173,-99.16225,Arroyo
536,Fresno_Eulalia Guzmán (Eje 2 Norte),Fresno,Eulalia Guzmán (Eje 2 Norte),Atlampa,Cuauhtemoc,19.458881,-99.159215,Arroyo
537,Fresno_Clavel,Fresno,Clavel,Atlampa,Cuauhtemoc,19.457594,-99.159455,Arroyo
538,Nogal_Eligio Ancona,Nogal,Eligio Ancona,Santa Maria La Ribera,Cuauhtemoc,19.453663,-99.163756,Arroyo
539,Naranjo_Av. Ricardo Flores Magon,Naranjo,Av. Ricardo Flores Magon,Atlampa,Cuauhtemoc,19.455189,-99.157644,Arroyo
540,Eucalipto_Ricardo Flores Magón,Eucalipto,Ricardo Flores Magón,Santa Maria La Ribera,Cuauhtemoc,19.453975,-99.152525,Arroyo
541,Eligio Ancona_Naranjo,Eligio Ancona,Naranjo,Santa Maria La Ribera,Cuauhtemoc,19.45272,-99.158014,Arroyo
542,Dr. Enrique González Martínez_Eligio Ancona,Dr. Enrique González Martínez,Eligio Ancona,Santa Maria La Ribera,Cuauhtemoc,19.451838,-99.154584,Arroyo
543,Jaime Torres Bodet_Manuel Carpio,Jaime Torres Bodet,Manuel Carpio,Santa Maria La Ribera,Cuauhtemoc,19.450506,-99.157375,Arroyo
544,Salvador Díaz Mirón_Nogal,Salvador Díaz Mirón,Nogal,Santa Maria La Ribera,Cuauhtemoc,19.449773,-99.163136,Arroyo
545,Sabino_Salvador Díaz Mirón,Sabino,Salvador Díaz Mirón,Santa Maria La Ribera,Cuauhtemoc,19.449104,-99.159931,Arroyo
546,Salvador Díaz Mirón_Santa María La Ribera,Salvador Díaz Mirón,Santa María La Ribera,Santa Maria La Ribera,Cuauhtemoc,19.448764,-99.156817,Arroyo
547,Dr. Enrique González Martínez_Salvador Díaz Mirón,Dr. Enrique González Martínez,Salvador Díaz Mirón,Santa Maria La Ribera,Cuauhtemoc,19.44763,-99.1554,Arroyo
548,Dr. Mariano Azuela_Jose Antonio Alzate,Dr. Mariano Azuela,Jose Antonio Alzate,Santa Maria La Ribera,Cuauhtemoc,19.44701,-99.154318,Arroyo
549,Sor Juana Ines De La Cruz_Dr. Atl,Sor Juana Ines De La Cruz,Dr. Atl,Santa Maria La Ribera,Cuauhtemoc,19.4450444,-99.15713333,Arroyo
550,Sor Juana Ines De La Cruz_Fresno,Sor Juana Ines De La Cruz,Fresno,Santa Maria La Ribera,Cuauhtemoc,19.4459583,-99.16137222,Arroyo
551,Nogal_Ribera De San Cosme,Nogal,Ribera De San Cosme,Santa Maria La Ribera,Cuauhtemoc,19.4435806,-99.16488333,Arroyo
552,Fresno_Ribera De San Cosme,Fresno,Ribera De San Cosme,Santa Maria La Ribera,Cuauhtemoc,19.44310811,-99.16245373,Arroyo
553,Jaime Torres Bodet_Ribera De San Cosme,Jaime Torres Bodet,Ribera De San Cosme,Santa Maria La Ribera,Cuauhtemoc,19.442,-99.15933333,Arroyo
554,Heroes Ferrocarrileros_Mariano Azuela,Heroes Ferrocarrileros,Mariano Azuela,Santa Maria La Ribera,Cuauhtemoc,19.44174727,-99.15563897,Arroyo
555,Ribera De San Cosme_Insurgentes Centro,Ribera De San Cosme,Insurgentes Centro,Santa Maria La Ribera,Cuauhtemoc,19.44021597,-99.15616778,Banqueta
556,Plaza Tlaxcoaque_Diagonal 20 De Noviembre,Plaza Tlaxcoaque,Diagonal 20 De Noviembre,Centro,Cuauhtemoc,19.423056,-99.134941,Arroyo
557,5 De Febrero_Fernando De Alva Ixtlilxochitl,5 De Febrero,Fernando De Alva Ixtlilxochitl,Obrera,Cuauhtemoc,19.41981,-99.135941,Arroyo
558,Chimalpopoca_Simón Bolívar,Chimalpopoca,Simón Bolívar,Centro,Cuauhtemoc,19.4223,-99.139872,Arroyo
559,Fernando De Alva Ixtlilxochitl_Diagonal 20 De Noviembre,Fernando De Alva Ixtlilxochitl,Diagonal 20 De Noviembre,Obrera,Cuauhtemoc,19.420029,-99.140999,Arroyo
560,Doctor Liceaga_Eje Central,Doctor Liceaga,Eje Central,Doctores,Cuauhtemoc,19.421599,-99.143408,Arroyo
561,Dr. Jiménez_Dr. Lavista,Dr. Jiménez,Dr. Lavista,Doctores,Cuauhtemoc,19.423673,-99.147957,Arroyo
562,Claudio Bernard_José María Vertiz,Claudio Bernard,José María Vertiz,Doctores,Cuauhtemoc,19.42037,-99.146818,Arroyo
563,Doctor Velasco_Niños Héroes,Doctor Velasco,Niños Héroes,Doctores,Cuauhtemoc,19.419444,-99.149776,Arroyo
564,Doctor Carmona Y Valle_Doctor Velasco,Doctor Carmona Y Valle,Doctor Velasco,Doctores,Cuauhtemoc,19.419509,-99.153227,Arroyo
565,Dr. Martinez Del Rio_Dr. Lucio,Dr. Martinez Del Rio,Dr. Lucio,Doctores,Cuauhtemoc,19.417668,-99.152775,Arroyo
566,Dr. Jiménez_Dr. García Diego,Dr. Jiménez,Dr. García Diego,Doctores,Cuauhtemoc,19.41638,-99.1495,Arroyo
567,Doctor Martínez Del Río_Doctor José Terrés,Doctor Martínez Del Río,Doctor José Terrés,Doctores,Cuauhtemoc,19.417133,-99.145649,Arroyo
568,Doctor Barragán_Doctor Erazo,Doctor Barragán,Doctor Erazo,Doctores,Cuauhtemoc,19.418013,-99.144598,Arroyo
569,Gutiérrez Nájera_Bolívar,Gutiérrez Nájera,Bolívar,Obrera,Cuauhtemoc,19.415713,-99.141227,Arroyo
570,Alfredo Chavero_Simón Bolívar,Alfredo Chavero,Simón Bolívar,Obrera,Cuauhtemoc,19.417595,-99.140972,Arroyo
571,Manuel M. Flores_Calzada San Antonio Abad,Manuel M. Flores,Calzada San Antonio Abad,Obrera,Cuauhtemoc,19.416221,-99.134909,Arroyo
572,Manuel J. Othón_José T. Cuellar,Manuel J. Othón,José T. Cuellar,Obrera,Cuauhtemoc,19.414595,-99.135886,Arroyo
573,Fernando Ramírez_Isabel La Católica,Fernando Ramírez,Isabel La Católica,Obrera,Cuauhtemoc,19.412853,-99.138723,Arroyo
574,José María Roa Bárcenas_Simón Bolívar,José María Roa Bárcenas,Simón Bolívar,Obrera,Cuauhtemoc,19.41175,-99.14096,Arroyo
575,Fernando Ramírez_Eje Central,Fernando Ramírez,Eje Central,Obrera,Cuauhtemoc,19.413235,-99.143476,Arroyo
576,Doctor Arce_Jose Maria Vertiz,Doctor Arce,Jose Maria Vertiz,Doctores,Cuauhtemoc,19.413469,-99.14825,Arroyo
577,Doctor Márquez_Doctor Jiménez,Doctor Márquez,Doctor Jiménez,Doctores,Cuauhtemoc,19.411609,-99.15314,Arroyo
578,Doctor Jiménez_Doctor Federico Gómez Santos,Doctor Jiménez,Doctor Federico Gómez Santos,Doctores,Cuauhtemoc,19.408649,-99.151126,Arroyo
579,Doctor Márquez_Privada Doctor Duran,Doctor Márquez,Privada Doctor Duran,Doctores,Cuauhtemoc,19.410884,-99.144975,Arroyo
580,Antonio Solís_Bolívar,Antonio Solís,Bolívar,Obrera,Cuauhtemoc,19.409817,-99.141643,Arroyo
581,José María Roa Bárcenas_San Antonio Abad,José María Roa Bárcenas,San Antonio Abad,Obrera,Cuauhtemoc,19.411323,-99.135626,Arroyo
582,Antonio Solis_San Antonio Abad,Antonio Solis,San Antonio Abad,Obrera,Cuauhtemoc,19.409473,-99.135939,Arroyo
583,Ángel Del Campo_5 De Febrero,Ángel Del Campo,5 De Febrero,Obrera,Cuauhtemoc,19.408087,-99.137763,Arroyo
584,Enrique Granados_José Peón Contreras (Eje 3),Enrique Granados,José Peón Contreras (Eje 3),Algarin,Cuauhtemoc,19.40697,-99.14383,Arroyo
585,José Toribio Medina_Manuel Navarrete,José Toribio Medina,Manuel Navarrete,Algarin,Cuauhtemoc,19.405358,-99.14316,Arroyo
586,Bernardo Couto_Juan E. Hernández Y Davalos,Bernardo Couto,Juan E. Hernández Y Davalos,Algarin,Cuauhtemoc,19.406458,-99.138735,Arroyo
587,Jose Toribio Medina_Marcelino Davalos,Jose Toribio Medina,Marcelino Davalos,Algarin,Cuauhtemoc,19.404654,-99.136966,Arroyo
588,Av. Fernando_La Coruña,Av. Fernando,La Coruña,Alamos,Benito Juarez,19.401239,-99.137404,Arroyo
589,Cádiz_Calzada De Tlalpan,Cádiz,Calzada De Tlalpan,Alamos,Benito Juarez,19.39859,-99.137732,Arroyo
590,Fernando_Isabel La Católica,Fernando,Isabel La Católica,Alamos,Benito Juarez,19.399172,-99.140625,Arroyo
591,Simón Bolívar_La Coruña,Simón Bolívar,La Coruña,Alamos,Benito Juarez,19.402088,-99.142976,Arroyo
592,Cádiz_Eje Central Lázaro Cárdenas,Cádiz,Eje Central Lázaro Cárdenas,Alamos,Benito Juarez,19.399664,-99.145136,Arroyo
593,Zempoala_Diagonal De San Antonio,Zempoala,Diagonal De San Antonio,Narvarte,Benito Juarez,19.400943,-99.147989,Arroyo
594,Xochicalco_Obrero Mundial,Xochicalco,Obrero Mundial,Piedad Narvarte,Benito Juarez,19.402277,-99.153294,Arroyo
595,Yacatas_Diagonal De San Antonio,Yacatas,Diagonal De San Antonio,Narvarte,Benito Juarez,19.396983,-99.155114,Arroyo
596,Cumbres De Maltrata_Uxmal,Cumbres De Maltrata,Uxmal,Narvarte,Benito Juarez,19.395205,-99.155049,Arroyo
597,Diagonal San Antonio_Icacos,Diagonal San Antonio,Icacos,Narvarte,Benito Juarez,19.398858,-99.151211,Arroyo
598,Palenque_Cumbres De Maltrata,Palenque,Cumbres De Maltrata,Narvarte,Benito Juarez,19.3931,-99.152012,Arroyo
599,La Morena_Zempoala,La Morena,Zempoala,Narvarte,Benito Juarez,19.398143,-99.148333,Arroyo
600,Cumbres De Acultzingo_Av. Universidad,Cumbres De Acultzingo,Av. Universidad,Narvarte,Benito Juarez,19.392463,-99.150544,Arroyo
601,Navarra_Fernando,Navarra,Fernando,Alamos,Benito Juarez,19.395812,-99.145347,Arroyo
602,Correspondencia_Eje Central Lázaro Cárdenas,Correspondencia,Eje Central Lázaro Cárdenas,Postal,Benito Juarez,19.392523,-99.146194,Arroyo
603,Castilla_Eje 4 Sur Xola,Castilla,Eje 4 Sur Xola,Alamos,Benito Juarez,19.394422,-99.143291,Arroyo
604,Andalucía_Carteros,Andalucía,Carteros,Postal,Benito Juarez,19.390945,-99.142972,Arroyo
605,5 De Febrero_Alfonso Xiii,5 De Febrero,Alfonso Xiii,Alamos,Benito Juarez,19.39516,-99.139532,Arroyo
606,Alfonso Xiii_Aragón,Alfonso Xiii,Aragón,Alamos,Benito Juarez,19.39489,-99.1389,Arroyo
607,Unión Postal_Calzada De Tlalpan,Unión Postal,Calzada De Tlalpan,Postal,Benito Juarez,19.390924,-99.13895,Arroyo
608,Ahorro Postal_Francisco Márquez,Ahorro Postal,Francisco Márquez,Josefa Ortiz De Dominguez,Benito Juarez,19.388373,-99.139746,Arroyo
609,Romero_Calzada De Tlalpan,Romero,Calzada De Tlalpan,Americas Unidas,Benito Juarez,19.384623,-99.139817,Arroyo
610,Av. Víctor Hugo_Av. Niños Héroes De Chapultepec,Av. Víctor Hugo,Av. Niños Héroes De Chapultepec,Ni<F1>Os Heroes De Chapultepec,Benito Juarez,19.387174,-99.143708,Arroyo
611,Miguel Negrete_Niños Héroes De Chapultepec,Miguel Negrete,Niños Héroes De Chapultepec,Ni<F1>Os Heroes De Chapultepec,Benito Juarez,19.387506,-99.146338,Arroyo
612,Torres Adalid_Cumbres De Maltrata,Torres Adalid,Cumbres De Maltrata,Narvarte,Benito Juarez,19.388148,-99.148446,Arroyo
613,Luz Saviñón_Doctor José María Vertiz,Luz Saviñón,Doctor José María Vertiz,Narvarte,Benito Juarez,19.390019,-99.15111,Arroyo
614,Torres Adalid_Av. Cuauhtémoc,Torres Adalid,Av. Cuauhtémoc,Narvarte Poniente,Benito Juarez,19.3893,-99.15633,Arroyo
615,Tajín_Universidad,Tajín,Universidad,Narvarte,Benito Juarez,19.38748,-99.153876,Arroyo
616,Petén_Eje 5 Sur,Petén,Eje 5 Sur,Vertiz Narvarte,Benito Juarez,19.38483,-99.15363,Arroyo
617,Mitla_Eje 5 Sur,Mitla,Eje 5 Sur,Narvarte,Benito Juarez,19.384589,-99.150517,Arroyo
618,Bartolomé R. Salido_Edzna,Bartolomé R. Salido,Edzna,Vertiz Narvarte,Benito Juarez,19.381824,-99.148086,Arroyo
619,Kiff_Rafael Solana Verduguillo,Kiff,Rafael Solana Verduguillo,Independencia,Benito Juarez,19.381277,-99.145804,Arroyo
620,Fernando Montes De Oca_Priv. Lago,Fernando Montes De Oca,Priv. Lago,Americas Unidas,Benito Juarez,19.381804,-99.142997,Arroyo
621,Lago Poniente_Calzada De Tlalpan,Lago Poniente,Calzada De Tlalpan,Americas Unidas,Benito Juarez,19.379458,-99.140943,Arroyo
622,Fernando Montes De Oca_Eje 6 Sur,Fernando Montes De Oca,Eje 6 Sur,San Simon Ticumac,Benito Juarez,19.378362,-99.144007,Arroyo
623,Fernando Montes De Oca_Antonio Rodríguez,Fernando Montes De Oca,Antonio Rodríguez,San Simon Ticumac,Benito Juarez,19.375518,-99.144118,Arroyo
624,Luis Spota_Eje Central Lázaro Cárdenas,Luis Spota,Eje Central Lázaro Cárdenas,San Simon Ticumac,Benito Juarez,19.377516,-99.148116,Arroyo
625,Zempoala_Angel Urraza,Zempoala,Angel Urraza,Independencia,Benito Juarez,19.379521,-99.150052,Arroyo
626,San Borja_Petén,San Borja,Petén,Vertiz Narvarte,Benito Juarez,19.382115,-99.153988,Arroyo
627,San Borja_Av. Universidad,San Borja,Av. Universidad,Vertiz Narvarte,Benito Juarez,19.382606,-99.156592,Arroyo
628,Tenayuca_Chichen Itzá,Tenayuca,Chichen Itzá,Letran Valle,Benito Juarez,19.378281,-99.15841,Arroyo
629,Tajín_Chichen Itzá,Tajín,Chichen Itzá,Letran Valle,Benito Juarez,19.376367,-99.155872,Arroyo
