Prefix,num_cicloe,calle_prin,calle_secu
CE,545,SABINO,SALVADOR DÍAZ MIRÓN
CE,546,SALVADOR DÍAZ MIRÓN,SANTA MARÍA LA RIBERA
CE,547,DR. ENRIQUE GONZÁLEZ MARTÍNEZ,SALVADOR DÍAZ MIRÓN
CE,548,DR. MARIANO AZUELA,JOSE ANTONIO ALZATE
CE,549,SOR JUANA INES DE LA CRUZ,DR. ATL
CE,550,SOR JUANA INES DE LA CRUZ,FRESNO
CE,551,NOGAL,RIBERA DE SAN COSME
CE,552,FRESNO,RIBERA DE SAN COSME
CE,553,JAIME TORRES BODET,RIBERA DE SAN COSME
CE,554,HEROES FERROCARRILEROS,MARIANO AZUELA
CE,555,RIBERA DE SAN COSME,INSURGENTES CENTRO
CE,556,PLAZA TLAXCOAQUE,DIAGONAL 20 DE NOVIEMBRE
CE,557,5 DE FEBRERO,FERNANDO DE ALVA IXTLILXOCHITL
CE,558,CHIMALPOPOCA,SIMÓN BOLÍVAR
CE,559,FERNANDO DE ALVA IXTLILXOCHITL,DIAGONAL 20 DE NOVIEMBRE
CE,560,DOCTOR LICEAGA,EJE CENTRAL
CE,561,DR. JIMÉNEZ,DR. LAVISTA
CE,562,CLAUDIO BERNARD,JOSÉ MARÍA VERTIZ
CE,563,DOCTOR VELASCO,NIÑOS HÉROES
CE,564,DOCTOR CARMONA Y VALLE,DOCTOR VELASCO
CE,565,DR. MARTINEZ DEL RIO,DR. LUCIO
CE,566,DR. JIMÉNEZ,DR. GARCÍA DIEGO
CE,567,DOCTOR MARTÍNEZ DEL RÍO,DOCTOR JOSÉ TERRÉS
CE,568,DOCTOR BARRAGÁN,DOCTOR ERAZO
CE,569,GUTIÉRREZ NÁJERA,BOLÍVAR
CE,570,ALFREDO CHAVERO,SIMÓN BOLÍVAR
CE,571,MANUEL M. FLORES,CALZADA SAN ANTONIO ABAD
CE,572,MANUEL J. OTHÓN,JOSÉ T. CUELLAR
CE,573,FERNANDO RAMÍREZ,ISABEL LA CATÓLICA
CE,574,JOSÉ MARÍA ROA BÁRCENAS,SIMÓN BOLÍVAR
CE,575,FERNANDO RAMÍREZ,EJE CENTRAL
CE,576,DOCTOR ARCE,JOSE MARIA VERTIZ
CE,577,DOCTOR MÁRQUEZ,DOCTOR JIMÉNEZ
CE,578,DOCTOR JIMÉNEZ,DOCTOR FEDERICO GÓMEZ SANTOS
CE,579,DOCTOR MÁRQUEZ,PRIVADA DOCTOR DURAN
CE,580,ANTONIO SOLÍS,BOLÍVAR
CE,581,JOSÉ MARÍA ROA BÁRCENAS,SAN ANTONIO ABAD
CE,582,ANTONIO SOLIS,SAN ANTONIO ABAD
CE,583,ÁNGEL DEL CAMPO,5 DE FEBRERO
CE,584,ENRIQUE GRANADOS,JOSÉ PEÓN CONTRERAS (EJE 3)
CE,585,JOSÉ TORIBIO MEDINA,MANUEL NAVARRETE
CE,586,BERNARDO COUTO,JUAN E. HERNÁNDEZ Y DAVALOS
CE,587,JOSE TORIBIO MEDINA,MARCELINO DAVALOS
CE,588,AV. FERNANDO,LA CORUÑA
CE,589,CÁDIZ,CALZADA DE TLALPAN
CE,590,FERNANDO,ISABEL LA CATÓLICA
CE,591,SIMÓN BOLÍVAR,LA CORUÑA
CE,592,CÁDIZ,EJE CENTRAL LÁZARO CÁRDENAS
CE,593,ZEMPOALA,DIAGONAL DE SAN ANTONIO
CE,594,XOCHICALCO,OBRERO MUNDIAL
CE,595,YACATAS,DIAGONAL DE SAN ANTONIO
CE,596,CUMBRES DE MALTRATA,UXMAL
CE,597,DIAGONAL SAN ANTONIO,ICACOS
CE,598,PALENQUE,CUMBRES DE MALTRATA
CE,599,LA MORENA,ZEMPOALA
CE,600,CUMBRES DE ACULTZINGO,AV. UNIVERSIDAD
CE,601,NAVARRA,FERNANDO
CE,602,CORRESPONDENCIA,EJE CENTRAL LÁZARO CÁRDENAS
CE,603,CASTILLA,EJE 4 SUR XOLA
CE,604,ANDALUCÍA,CARTEROS
CE,605,5 DE FEBRERO,ALFONSO XIII
CE,606,ALFONSO XIII,ARAGÓN
CE,607,UNIÓN POSTAL,CALZADA DE TLALPAN
CE,608,AHORRO POSTAL,FRANCISCO MÁRQUEZ
CE,609,ROMERO,CALZADA DE TLALPAN
CE,610,AV. VÍCTOR HUGO,AV. NIÑOS HÉROES DE CHAPULTEPEC
CE,611,MIGUEL NEGRETE,NIÑOS HÉROES DE CHAPULTEPEC
CE,612,TORRES ADALID,CUMBRES DE MALTRATA
CE,613,LUZ SAVIÑÓN,DOCTOR JOSÉ MARÍA VERTIZ
CE,614,TORRES ADALID,AV. CUAUHTÉMOC
CE,615,TAJÍN,UNIVERSIDAD
CE,616,PETÉN,EJE 5 SUR
CE,617,MITLA,EJE 5 SUR
CE,618,BARTOLOMÉ R. SALIDO,EDZNA
CE,619,KIFF,RAFAEL SOLANA VERDUGUILLO
CE,620,FERNANDO MONTES DE OCA,PRIV. LAGO
CE,621,LAGO PONIENTE,CALZADA DE TLALPAN
CE,622,FERNANDO MONTES DE OCA,EJE 6 SUR
CE,623,FERNANDO MONTES DE OCA,ANTONIO RODRÍGUEZ
CE,624,LUIS SPOTA,EJE CENTRAL LÁZARO CÁRDENAS
CE,625,ZEMPOALA,ANGEL URRAZA
CE,626,SAN BORJA,PETÉN
CE,627,SAN BORJA,AV. UNIVERSIDAD
CE,628,TENAYUCA,CHICHEN ITZÁ
CE,629,TAJÍN,CHICHEN ITZÁ
CE,630,CUICUILCO,MOTOZINTLA
CE,631,MIGUEL LAURENT,EJE CENTRAL
CE,632,VICTOR HUGO,SEVILLA
CE,633,CANARIAS,CALZADA SANTA CRUZ
CE,634,RUMANIA,VÍCTOR HUGO
CE,635,CALZADA SANTA CRUZ,ANTILLAS
CE,636,AJUSCO,ANTILLAS
CE,637,AJUSCO,EMPERADORES
CE,638,AV PIRINEOS,C. ANTILLAS
CE,639,BULGARIA,RUMANIA
CE,640,ODESA,BULGARIA
CE,641,SEVILLA,AV. PRESIDENTES
CE,642,REPÚBLICAS,MONROVIA
CE,643,FILIPINAS,AV. PIRINEOS
CE,644,MONROVIA,POPOCATÉPETL (EJE 8 SUR)
CE,645,SARATOGA,AJUSCO
CE,646,RUMANIA,AV. POPOCATÉPETL
CE,647,ANTILLAS,NEVADO
CE,648,RAFAEL OLIVIA,20 DE AGOSTO
CE,649,HÉROES DEL 47,CALZADA DE TLALPAN
CE,650,XICOTÉNCATL,PROLONGACIÓN XICOTÉNCATL
CE,651,HÉROES DEL 47,DIVISIÓN DEL NORTE
CE,652,XICOTÉNCATL,DIVISIÓN DEL NORTE
CE,653,LONDRES,DIVISIÓN DEL NORTE
CE,654,LONDRES,SAN PEDRO
CE,655,GOMEZ FARIAS,VIENA
CE,656,IGNACIO ALLENDE,PARIS
CE,657,MADRID,CENTENARIO
CE,658,VICENTE GUERRERO,BERLÍN
CE,659,MADRID,AVENIDA MEXICO
CE,660,JOSEFA ORTIZ DE DOMINGUEZ,CIRCUITO INTERIOR
CE,661,MADRID,UNIVERSIDAD
CE,662,MANZANO,CIRCUITO INTERIOR
CE,663,HORTENSIA,AVENIDA UNIVERSIDAD
CE,664,HORTENSIA,2DA CERRADA DE MINERVA
CE,665,MORAS,MANGO
CE,666,MORAS,NARANJO
CE,667,HERMES,MOSQUETA
CE,668,PLATEROS,CAPUCHINAS
CE,669,LOS JUAREZ,SAGREDO
CE,670,FELIX PARRA,FLAMENCOS
CE,671,PLATEROS,JOSE MARÍA VELASCO
CE,672,JOSÉ MARÍA VELASCO,DAMAS
CE,673,MIGUEL NOREÑA,JOSÉ MARÍA IBARRARÁN
CE,674,SILVESTRE REVUELTAS,MACEDONIO ALCALÁ
CE,675,MANUEL CASTRO PADILLA,AV. REVOLUCIÓN
CE,676,RICARDO PALMERÍN,ABUNDIO MARTÍNEZ
CE,677,JUAN PABLO II,AV. DE LOS INSURGENTES SUR
CE,678,FRANCIA,TECOYOTITLA
CE,679,OLIVO,TECOYOTITLA
CE,680,DIEGO BECERRA,AV. REVOLUCIÓN
CE,681,GUTY CÁRDENAS,RICARDO CASTRO
CE,682,MANUEL M. PONCE,FERNANDO M. VILLALPANDO
CE,683,PEDRO LUIS OGAZÓN,INSURGENTES SUR
CE,684,VITO ALESSIO ROBLES,TECOYOTITLA
CE,685,AV DE LA PAZ,INSURGENTES
CE,686,VITO ALESSIO ROBLES,UNIVERSIDAD
CE,687,FRANCISCO SOSA,PANZACOLA
CE,688,PANZACOLA,MIGUEL ÁNGEL DE QUEVEDO
CE,689,G. PÉREZ VALENZUELA,SALVADOR NOVO
CE,690,TATA VASCO,AV. MIGUEL ÁNGEL DE QUEVEDO
CE,691,MELCHOR OCAMPO,DULCE OLIVIA
CE,692,PRESIDENTE CARRANZA,FRANCISCO SOSA
CE,693,XICOTÉNCATL,VICENTE GUERRERO
CE,694,IGNACIO ALDAMA,CENTENARIO
CE,695,MALINTZIN,ALLENDE
CE,696,MÉXICO,MALINTZIN
CE,697,FRANCISCO SOSA,TRES CRUCES
CE,698,CERRADA ZAMORA,AV. MIGUEL ÁNGEL DE QUEVEDO
CE,699,SAN GREGORIO,FELIPE CARRILLO PUERTO
CE,700,ABASOLO,MIGUEL HIDALGO
CE,701,CUAUHTÉMOC,MORELOS
CE,702,FERNÁNDEZ LEAL,PLAZA DE LA CONCHITA
CE,703,MIGUEL HIDALGO,CALZADA GENERAL ANAYA
CE,704,PACÍFICO,ASIA
CE,705,EUROPA,MIGUEL ÁNGEL DE QUEVEDO
CE,706,CANADÁ,ACOLOTITLA
CE,707,IRLANDA,DIVISIÓN DEL NORTE
CE,708,IRLANDA,CANADA
CE,709,INGLATERRA,ANTIGUA TAXQUEÑA
CE,710,MOLINO DEL REY,GLORIETA DE LA LEALTAD
CE,711,MOLINO DEL REY,AV. CONSTITUYENTES
