Prefix,num_cicloe,calle_prin,calle_secu,colonia,alcaldia,latitud,longitud,sitio_de_e,estatus
Ce,234,Tres Picos,Arquímides,Polanco,Miguel Hidalgo,19.42783,-99.191539,Arroyo,Instalada
Ce,235-236,Campos Elíseos,Moliere,Polanco,Miguel Hidalgo,19.429332,-99.202181,Arroyo,Instalada
Ce,237-238,Andrés Bello,George Eliot,Polanco,Miguel Hidalgo,19.426744,-99.193986,Arroyo,Instalada
Ce,239,Rincón Del Bosque,Ruben Darío,Polanco,Miguel Hidalgo,19.430153,-99.181355,Arroyo,Instalada
Ce,240,Ejército Nacional,F.C. De Cuernavaca,Polanco,Miguel Hidalgo,19.438551,-99.206298,Camell<F3>N,Instalada
Ce,241,Ejército Nacional,Juan Vázquez De La Mella,Polanco,Miguel Hidalgo,19.438616,-99.207577,Camell<F3>N,Instalada
Ce,242,Pról. Moliere,Miguel De Cervantes Saavedra,Polanco,Miguel Hidalgo,19.440195,-99.200715,Arroyo,Instalada
Ce,243,Lago Filt,Miguel De Cervantes Saavedra,Granada,Miguel Hidalgo,19.441123,-99.195857,Arroyo,Instalada
Ce,244,Lago Victoria,Miguel De Cervantes Saavedra,Granada,Miguel Hidalgo,19.440508,-99.193681,Arroyo,Instalada
Ce,245,Lago Onega,Av. Ejército Nacional,Granada,Miguel Hidalgo,19.438347,-99.190503,Arroyo,Instalada
Ce,246,Leibnitz,Thiers,Anzures,Miguel Hidalgo,19.434147,-99.179835,Arroyo,Instalada
Ce,247,Herschel,Rousseau,Anzures,Miguel Hidalgo,19.432276,-99.18064,Arroyo,Instalada
Ce,248,Shakespeare,Lafayette,Anzures,Miguel Hidalgo,19.43175,-99.177399,Arroyo,Instalada
Ce,249,Shakespeare,Darwin,Anzures,Miguel Hidalgo,19.429877,-99.177569,Arroyo,Instalada
Ce,250,Darwin,Mariano Escobedo,Anzures,Miguel Hidalgo,19.428949,-99.179796,Banqueta,Instalada
Ce,251,Goethe,Darwin,Anzures,Miguel Hidalgo,19.429261,-99.17538,Arroyo,Instalada
Ce,252,Víctor Hugo,Shakespeare,Anzures,Miguel Hidalgo,19.427575,-99.17702,Arroyo,Instalada
Ce,253,Dante,Tolstoi,Anzures,Miguel Hidalgo,19.4264486,-99.1781433,Arroyo,Instalada
Ce,254,Alfonso Herrera,Miguel Shultz,San Rafael,Cuauhtemoc,19.439347,-99.160074,Arroyo,Instalada
Ce,255,José Rosas Moreno,Guillermo Prieto,San Rafael,Cuauhtemoc,19.437118,-99.161862,Arroyo,Instalada
Ce,256,Gómez Farías,Sadi Carnot,San Rafael,Cuauhtemoc,19.437167,-99.158313,Arroyo,Instalada
Ce,257,Manuel Maria Contreras,Villalongin,San Rafael,Cuauhtemoc,19.433803,-99.166223,Arroyo,Instalada
Ce,258,Circuito Interior,Juan Escutia,Condesa,Cuauhtemoc,19.4165298,-99.1790435,Banqueta,Instalada
Ce,259,Tómas Alva Edison,Ponciano Arriaga,Tabacalera,Cuauhtemoc,19.437569,-99.15468,Arroyo,Instalada
Ce,260,Av. Juárez,Balderas,Centro,Cuauhtemoc,19.4352787,-99.1477913,Banqueta,Instalada
Ce,261,Paseo De La Reforma,Río De La Plata,Cuauhtemoc,Cuauhtemoc,19.42491,-99.172455,Camell<F3>N,Instalada
Ce,262,República De Cuba,República De Brasil,Centro,Cuauhtemoc,19.436931,-99.133952,Arroyo,Instalada
Ce,263,Sadi Carnot,Gómez Farias,San Rafael,Cuauhtemoc,19.436274,-99.158425,Arroyo,Instalada
Ce,264-275,Héroes Ferrocarrileros,Jesús Garcia,Buenavista,Cuauhtemoc,19.440985,-99.152935,Arroyo,Instalada
Ce,265,Mina,Jesús García,Buenavista,Cuauhtemoc,19.440839,-99.152265,Arroyo,Instalada
Ce,266-267,Jesús García,Carlos J. Meneses,Buenavista,Cuauhtemoc,19.444031,-99.152187,Arroyo,Instalada
Ce,268-269,Luis Donaldo Colosio,Av. Jesús García,Buenavista,Cuauhtemoc,19.442467,-99.151658,Arroyo,Instalada
Ce,270,De La República,Ponciano Arriaga,Tabacalera,Cuauhtemoc,19.436764,-99.153865,Banqueta,Instalada
Ce,271-272,Jesús García,Carlos J. Meneses,Buenavista,Cuauhtemoc,19.443684,-99.152465,Arroyo,Instalada
Ce,273-274,Luis Donaldo Colosio,Av. Jesús García,Buenavista,Cuauhtemoc,19.442707,-99.152956,Arroyo,Instalada
Ce,276,Anaxágoras,Obrero Mundial,Narvarte Poniente,Benito Juarez,19.401986,-99.156366,Arroyo,Instalada
Ce,277,Prolongación Tonalá,Obrero Mundial,Narvarte Poniente,Benito Juarez,19.401807,-99.15909,Arroyo,Instalada
Ce,278,Mier Y Pesado,Obrero Mundial,Del Valle Norte,Benito Juarez,19.40071,-99.163831,Arroyo,Instalada
Ce,279,La Morena,Providencia,Del Valle Norte,Benito Juarez,19.399908,-99.166553,Arroyo,Instalada
Ce,280,Anaxágoras,Obrero Mundial,Narvarte Poniente,Benito Juarez,19.4015,-99.156406,Arroyo,Instalada
Ce,281,Pitágoras,La Morena,Narvarte Poniente,Benito Juarez,19.398532,-99.157308,Arroyo,Instalada
Ce,282,La Morena,Eje 2 Poniente Gabriel Mancera,Del Valle Norte,Benito Juarez,19.398692,-99.161273,Arroyo,Instalada
Ce,283,Av. Coyoacán,Rafael Dondé,Del Valle Norte,Benito Juarez,19.397923,-99.167248,Arroyo,Instalada
Ce,284,Dakota,Vermont,Napoles,Benito Juarez,19.397693,-99.172981,Arroyo,Instalada
Ce,285,12 De Octubre,Minería,Escandon,Miguel Hidalgo,19.399763,-99.177538,Arroyo,Instalada
Ce,286,13 De Septiembre,Avenida Patriotismo,Escandon,Miguel Hidalgo,19.399201,-99.179943,Arroyo,Instalada
Ce,287,13 De Septiembre,Puente De La Morena,Escandon,Miguel Hidalgo,19.398946,-99.183254,Arroyo,Instalada
Ce,288,11 De Abril,Avenida 2,San Pedro De Los Pinos,Benito Juarez,19.396359,-99.183579,Arroyo,Instalada
Ce,290,Yosemite,Colorado,Napoles,Benito Juarez,19.396333,-99.172667,Arroyo,Instalada
Ce,291,Magdalena,División Del Norte,Del Valle Norte,Benito Juarez,19.397651,-99.169946,Arroyo,Instalada
Ce,292,Adolfo Prieto,Eje 4 Sur Xola,Del Valle Norte,Benito Juarez,19.396917,-99.166264,Arroyo,Instalada
Ce,293,Mier Y Pesado,Eje 4 Sur Xola,Del Valle Norte,Benito Juarez,19.397373,-99.164598,Arroyo,Instalada
Ce,294,Nicolás San Juan,Eje 4 Sur Xola,Narvarte Poniente,Benito Juarez,19.396513,-99.160924,Arroyo,Instalada
Ce,295,Anaxágoras,Eje 4 Sur Xola,Narvarte Poniente,Benito Juarez,19.396328,-99.156871,Arroyo,Instalada
Ce,296,Diagonal San Antonio,Enrique Rébsamen,Narvarte Poniente,Benito Juarez,19.394283,-99.158756,Arroyo,Instalada
Ce,297,Diagonal San Antonio,Enrique Rébsamen,Narvarte Poniente,Benito Juarez,19.394412,-99.158907,Arroyo,Instalada
Ce,298,Romero De Terreros,Gabriel Mancera,Del Valle Norte,Benito Juarez,19.394092,-99.162139,Arroyo,Instalada
Ce,299,Romero De Terreros,Mier Y Pesado,Del Valle Norte,Benito Juarez,19.394601,-99.165054,Arroyo,Instalada
Ce,300,Providencia,Luz Saviñón,Del Valle Norte,Benito Juarez,19.3932287,-99.1684308,Arroyo,Instalada
Ce,301,Luz Saviñón,Magdalena,Del Valle Norte,Benito Juarez,19.393807,-99.171133,Arroyo,Instalada
Ce,302,Luz Saviñón,Magdalena,Del Valle Norte,Benito Juarez,19.393832,-99.171466,Arroyo,Instalada
Ce,303,Montecito,Av. Insurgentes,Napoles,Benito Juarez,19.394842,-99.173025,Arroyo,Instalada
Ce,304,Montecito,Dakota,Napoles,Benito Juarez,19.395043,-99.173821,Arroyo,Instalada
Ce,305,Avenida Del Parque,Arizona,Napoles,Benito Juarez,19.394693,-99.175531,Arroyo,Instalada
Ce,306,Dakota,Minnesota,Napoles,Benito Juarez,19.393699,-99.175664,Arroyo,Instalada
Ce,307,Minnesota,Dakota,Napoles,Benito Juarez,19.393701,-99.175834,Arroyo,Instalada
Ce,308,Nueva York,Arizona,Napoles,Benito Juarez,19.393643,-99.178156,Arroyo,Instalada
Ce,309,Pensilvania,Arizona,Napoles,Benito Juarez,19.393059,-99.179483,Arroyo,Instalada
Ce,310,Calle 1,Av. Patriotismo,San Pedro De Los Pinos,Benito Juarez,19.395322,-99.181667,Arroyo,Instalada
Ce,312,Avenida 2,Calle 7,San Pedro De Los Pinos,Benito Juarez,19.392634,-99.183737,Arroyo,Instalada
Ce,313,Pensilvania,Oklahoma,Napoles,Benito Juarez,19.391431,-99.178989,Arroyo,Instalada
Ce,314,Nueva York,Louisiana,Napoles,Benito Juarez,19.391647,-99.177331,Arroyo,Instalada
Ce,315,Alabama,Montana,Napoles,Benito Juarez,19.391472,-99.1736,Arroyo,Instalada
Ce,316,San Francisco,Concepción Beistegui,Del Valle Norte,Benito Juarez,19.391056,-99.1712,Arroyo,Instalada
Ce,317,Avenida Coyoacán,Torres Adalid,Del Valle Norte,Benito Juarez,19.391456,-99.166157,Arroyo,Instalada
Ce,318,Luz Saviñón,Amores,Del Valle Norte,Benito Juarez,19.392195,-99.163987,Arroyo,Instalada
Ce,319,Diagonal San Antonio,Luz Saviñón,Del Valle Norte,Benito Juarez,19.391991,-99.162684,Arroyo,Instalada
Ce,320,Enrique Rébsamen,Luz Saviñón,Narvarte Poniente,Benito Juarez,19.391323,-99.15936,Arroyo,Instalada
Ce,321,Torres Adalid,Anaxágoras,Narvarte Poniente,Benito Juarez,19.389477,-99.157513,Arroyo,Instalada
Ce,322,Heriberto Frías,Concepción Beistegui,Narvarte Poniente,Benito Juarez,19.388528,-99.160616,Arroyo,Instalada
Ce,323,Concepción Beistegui,Gabriel Mancera,Del Valle Norte,Benito Juarez,19.388927,-99.163127,Arroyo,Instalada
Ce,324,Amores,Avenida Eugenia,Del Valle Centro,Benito Juarez,19.387342,-99.165629,Arroyo,Instalada
Ce,325,Providencia,Avenida Del Valle,Del Valle Centro,Benito Juarez,19.388178,-99.169689,Arroyo,Instalada
Ce,326,Eugenia,Nebraska,Ampliacion Napoles,Benito Juarez,19.388978,-99.174811,Arroyo,Instalada
Ce,327,Georgia,Pensilvania,Napoles,Benito Juarez,19.38885,-99.17772,Arroyo,Instalada
Ce,328,Avenida 1,Calle 7,San Pedro De Los Pinos,Benito Juarez,19.392721,-99.184727,Arroyo,Instalada
Ce,329,Calle 13,Avenida 1,San Pedro De Los Pinos,Benito Juarez,19.390306,-99.184812,Arroyo,Instalada
Ce,330,Calle 15,Avenida Patriotismo,San Pedro De Los Pinos,Benito Juarez,19.389358,-99.182606,Arroyo,Instalada
Ce,331,Avenida 2,Calle 17,San Pedro De Los Pinos,Benito Juarez,19.388748,-99.183924,Arroyo,Instalada
Ce,332,Calle 27,Avenida 3,San Pedro De Los Pinos,Benito Juarez,19.385494,-99.183744,Arroyo,Instalada
Ce,333,Georgia,Carolina,Ampliacion Napoles,Benito Juarez,19.387624,-99.180978,Arroyo,Instalada
Ce,334,Nueva York,Av. Insurgentes,Ampliacion Napoles,Benito Juarez,19.3865269,-99.1751519,Arroyo,Instalada
Ce,335,Magdalena,Ameyalco,Del Valle Centro,Benito Juarez,19.386985,-99.173416,Arroyo,Instalada
Ce,336,San Borja,Cda. Dr. J. Bartolache,Del Valle Centro,Benito Juarez,19.385531,-99.169673,Arroyo,Instalada
Ce,337,San Borja,Martín Mendalde,Del Valle Centro,Benito Juarez,19.384849,-99.16704,Arroyo,Instalada
Ce,338,Nicolás San Juan,San Borja,Del Valle Centro,Benito Juarez,19.384242,-99.16326,Arroyo,Instalada
Ce,339,Enrique Rébsamen,Avenida Eugenia,Narvarte Poniente,Benito Juarez,19.386212,-99.160583,Arroyo,Instalada
Ce,340,Anaxágoras,Avenida Eugenia,Narvarte Poniente,Benito Juarez,19.3856299,-99.1582241,Arroyo,Instalada
Ce,341,San Borja,Avenida Cuauhtémoc,Narvarte Poniente,Benito Juarez,19.382889,-99.158352,Arroyo,Instalada
Ce,342,Pitágoras,Av. División Del Norte,Narvarte Poniente,Benito Juarez,19.382328,-99.159877,Arroyo,Instalada
Ce,343,Enrique Rébsamen,División Del Norte,Del Valle Centro,Benito Juarez,19.383904,-99.160875,Arroyo,Instalada
Ce,345,Patricio Sanz,Miraflores,Insurgentes San Borja,Benito Juarez,19.384447,-99.172039,Arroyo,Instalada
Ce,346,San Francisco,Santa Margarita,Insurgentes San Borja,Benito Juarez,19.385039,-99.174018,Arroyo,Instalada
Ce,347,Pensilvania,Maximino Avila Camacho,Ciudad De Los Deportes,Benito Juarez,19.384474,-99.176084,Arroyo,Instalada
Ce,348,Indiana,Avenida San Antonio,Ciudad De Los Deportes,Benito Juarez,19.38542,-99.17823,Arroyo,Instalada
Ce,349,Augusto Rodin,Avenida San Antonio,Ampliacion Napoles,Benito Juarez,19.385632,-99.180848,Arroyo,Instalada
Ce,351,Calle 27,Avenida Revolución,San Pedro De Los Pinos,Benito Juarez,19.385751,-99.186297,Arroyo,Instalada
Ce,352,Tintoreto,Giorgione,Nonoalco,Benito Juarez,19.384146,-99.185491,Arroyo,Instalada
Ce,353,Carolina,Holbein,Ciudad De Los Deportes,Benito Juarez,19.38213,-99.178814,Arroyo,Instalada
Ce,354,Boston,Av. Insurgentes,Noche Buena,Benito Juarez,19.381714,-99.176664,Arroyo,Instalada
Ce,355,California,Sacramento,Insurgentes San Borja,Benito Juarez,19.382042,-99.173336,Arroyo,Instalada
Ce,356,Matías Romero,Adolfo Prieto,Del Valle Centro,Benito Juarez,19.381287,-99.1702,Arroyo,Instalada
Ce,357,Matías Romero,Amores,Del Valle Centro,Benito Juarez,19.380617,-99.167066,Arroyo,Instalada
Ce,358,Nicolás San Juan,Matias Romero,Del Valle Centro,Benito Juarez,19.380087,-99.16427,Arroyo,Instalada
Ce,359,Matías Romero,Pestalozzi,Del Valle Centro,Benito Juarez,19.379331,-99.161163,Arroyo,Instalada
Ce,360,Heriberto Frías,Matias Romero,Del Valle Centro,Benito Juarez,19.379435,-99.162794,Arroyo,Instalada
Ce,361,Porfirio Díaz,Capulín,Del Valle Centro,Benito Juarez,19.380691,-99.175036,Arroyo,Instalada
Ce,362,Augusto Rodin,Alberto Balderas,Ciudad De Los Deportes,Benito Juarez,19.382109,-99.181056,Arroyo,Instalada
Ce,363,Holbein,Paulo Ucello,Ciudad De Los Deportes,Benito Juarez,19.380839,-99.183932,Arroyo,Instalada
Ce,365,Holbein,Avenida Revolución,Nonoalco,Benito Juarez,19.381123,-99.18667,Arroyo,Instalada
Ce,366,Porfirio Díaz,Augusto Rodin,Extremadura Insurgentes,Benito Juarez,19.378423,-99.181891,Arroyo,Instalada
Ce,367,Boston,Augusto Rodin,Noche Buena,Benito Juarez,19.379593,-99.181351,Arroyo,Instalada
Ce,369,Porfirio Díaz,Av. Insurgentes,Extremadura Insurgentes,Benito Juarez,19.379941,-99.177224,Arroyo,Instalada
Ce,370,Tlacoquemécatl,Av. Insurgentes,Tlacoquemecatl Del Valle,Benito Juarez,19.378827,-99.176944,Arroyo,Instalada
Ce,371,Tlacoquemécatl,Capulín,Tlacoquemecatl Del Valle,Benito Juarez,19.378546,-99.174297,Arroyo,Instalada
Ce,372,Dr. Roberto Gayol,Tlacoquemécatl,Del Valle Sur,Benito Juarez,19.377966,-99.170272,Arroyo,Instalada
Ce,373,Pilares,Gabriel Mancera,Del Valle Centro,Benito Juarez,19.377932,-99.166594,Arroyo,Instalada
Ce,374,Pitágoras,Pilares,Del Valle Centro,Benito Juarez,19.376918,-99.16108,Arroyo,Instalada
Ce,375,Tenayuca,División Del Norte,Letran Valle,Benito Juarez,19.376997,-99.158779,Arroyo,Instalada
Ce,377,Heriberto Frías,Miguel Laurent,Del Valle Sur,Benito Juarez,19.375397,-99.163778,Arroyo,Instalada
Ce,378,Miguel Laurent,Amores,Del Valle Sur,Benito Juarez,19.375865,-99.168219,Arroyo,Instalada
Ce,380,Moras,San Lorenzo,Tlacoquemecatl Del Valle,Benito Juarez,19.374756,-99.173539,Arroyo,Instalada
Ce,381,San Lorenzo,Manzanas,Tlacoquemecatl Del Valle,Benito Juarez,19.375495,-99.177819,Arroyo,Instalada
Ce,384,Empresa,Poussin,Insurgentes Mixcoac,Benito Juarez,19.375865,-99.185573,Arroyo,Instalada
Ce,385,Poussin,Empresa,Insurgentes Mixcoac,Benito Juarez,19.375806,-99.185527,Arroyo,Instalada
Ce,386,Poussin,Donatello,Insurgentes Mixcoac,Benito Juarez,19.374912,-99.185807,Arroyo,Instalada
Ce,387,Cadiz,Empresa,Insurgentes Mixcoac,Benito Juarez,19.374267,-99.180546,Arroyo,Instalada
Ce,389,Santander,Félix Cuevas,Insurgentes Mixcoac,Benito Juarez,19.373438,-99.179531,Arroyo,Instalada
Ce,390-391,Oso,Félix Cuevas,Actipan,Benito Juarez,19.373384,-99.178173,Arroyo,Instalada
Ce,392,Patricio Sanz,Félix Cuevas,Tlacoquemecatl Del Valle,Benito Juarez,19.373004,-99.174764,Arroyo,Instalada
Ce,393,Adolfo Prieto,Félix Cuevas,Tlacoquemecatl Del Valle,Benito Juarez,19.373307,-99.172471,Arroyo,Instalada
Ce,394,Dr. Roberto Gayol,Félix Cuevas,Del Valle Sur,Benito Juarez,19.372474,-99.171639,Arroyo,Instalada
Ce,395,San Lorenzo,Martín Mendalde,Del Valle Sur,Benito Juarez,19.373725,-99.169807,Arroyo,Instalada
Ce,396,Martin Mendalde,Felix Cuevas,Del Valle Sur,Benito Juarez,19.37165,-99.17015,Arroyo,Instalada
Ce,397,San Lorenzo,Gabriel Mancera,Del Valle Sur,Benito Juarez,19.373112,-99.166981,Arroyo,Instalada
Ce,398,Juan Sánchez Azcona,Félix Cuevas,Del Valle Sur,Benito Juarez,19.37104,-99.165653,Arroyo,Instalada
Ce,399,Heriberto Frías,San Lorenzo,Del Valle Sur,Benito Juarez,19.372469,-99.164538,Arroyo,Instalada
Ce,401,San Lorenzo,Avenida Cuauhtémoc,Santa Cruz Atoyac,Benito Juarez,19.372101,-99.161501,Arroyo,Instalada
Ce,402,Uxmal,Municipio Libre,Santa Cruz Atoyac,Benito Juarez,19.370957,-99.158886,Arroyo,Instalada
Ce,404,Miguel Laurent,Avenida División Del Norte,Portales Norte,Benito Juarez,19.373833,-99.157433,Arroyo,Instalada
Ce,405,División Del Norte,Municipio Libre,Portales Norte,Benito Juarez,19.3705556,-99.15666667,Banqueta,Instalada
Ce,407,Prolongación Xochicalco,General Emiliano Zapata,Residencial Emperadores,Benito Juarez,19.367209,-99.15872,Arroyo,Instalada
Ce,409,Azores,División Del Norte,Santa Cruz Atoyac,Benito Juarez,19.365125,-99.155477,Arroyo,Instalada
Ce,412,Parroquia,Avenida Universidad,Santa Cruz Atoyac,Benito Juarez,19.368107,-99.164376,Arroyo,Instalada
Ce,413,Parroquia,Avenida Coyoacán,Centro Urbano Presidente Aleman,Benito Juarez,19.369823,-99.172164,Arroyo,Instalada
Ce,414,Parroquia,José Ignacio Bartolache,Del Valle Sur,Benito Juarez,19.370221,-99.173862,Arroyo,Instalada
Ce,415,San Francisco,Parroquia,Actipan,Benito Juarez,19.37099,-99.176135,Arroyo,Instalada
Ce,416,Recreo,Parroquia,Del Valle Sur,Benito Juarez,19.371279,-99.177623,Arroyo,Instalada
Ce,417,Goya,Augusto Rodin,Insurgentes Mixcoac,Benito Juarez,19.373198,-99.184274,Arroyo,Instalada
Ce,419,Actipan,Cadiz,Insurgentes Mixcoac,Benito Juarez,19.370615,-99.181606,Arroyo,Instalada
Ce,420,María Luz Bringas,Oso,Actipan,Benito Juarez,19.369782,-99.179707,Arroyo,Instalada
Ce,421,María Luz Bringas,Oso,Actipan,Benito Juarez,19.36952,-99.179421,Arroyo,Instalada
Ce,422,Búfalo,José María Rico (Eje 8),Actipan,Benito Juarez,19.368403,-99.177472,Arroyo,Instalada
Ce,423,Moras,José María Rico (Eje 8),Acacias,Benito Juarez,19.367816,-99.175269,Arroyo,Instalada
Ce,424,Amores,José María Rico (Eje 8),Del Valle Sur,Benito Juarez,19.36715,-99.17055,Arroyo,Instalada
Ce,425,Nicolas San Juan,Avenida Universidad,Del Valle Sur,Benito Juarez,19.36704,-99.167387,Arroyo,Instalada
Ce,427,Avenida México,Coyoacán-Av. Popocatépetl (Eje 8),Santa Cruz Atoyac,Benito Juarez,19.364912,-99.162968,Arroyo,Instalada
Ce,428,Prolongación Uxmal,Av. Popocatépetl (Eje 8),General Pedro Maria Anaya,Benito Juarez,19.363404,-99.160395,Arroyo,Instalada
Ce,429,Pirineos,Av. Popocatépetl (Eje 8),Santa Cruz Atoyac,Benito Juarez,19.363049,-99.158436,Arroyo,Instalada
Ce,430,Tripoli,Av. Popocatépetl (Eje 8),Santa Cruz Atoyac,Benito Juarez,19.36205,-99.154976,Arroyo,Instalada
Ce,432,Carrillo Puerto,Avenida México-Coyoacan,General Pedro Maria Anaya,Benito Juarez,19.361245,-99.16239,Arroyo,Instalada
Ce,433,Jose María Olloqui,Lopéz Cotilla,Del Valle Sur,Benito Juarez,19.363548,-99.170766,Arroyo,Instalada
Ce,434,Jose María Olloqui,Amores,Del Valle Sur,Benito Juarez,19.363741,-99.171268,Arroyo,Instalada
Ce,436,Rodríguez Saro,Búfalo,Actipan,Benito Juarez,19.36623,-99.177904,Arroyo,Instalada
Ce,437,Moras,Comunal,Acacias,Benito Juarez,19.364916,-99.175985,Arroyo,Instalada
Ce,438,Adolfo Prieto,José María Olloqui,Acacias,Benito Juarez,19.36473,-99.174447,Arroyo,Instalada
Ce,439,Amores,Avenida Coyoacán,Acacias,Benito Juarez,19.362037,-99.172683,Arroyo,Instalada
Ce,440,Martin Mendalde,M. López Cotilla,Acacias,Benito Juarez,19.361699,-99.171387,Arroyo,Instalada
Ce,441,Puente Xoco,Real De Mayorazgo,Xoco,Benito Juarez,19.361213,-99.16752,Arroyo,Instalada
Ce,442,Real De Mayorazgo,Avenida México - Coyoacán,Xoco,Benito Juarez,19.359863,-99.165065,Arroyo,Instalada
Ce,443,Bruno Traven,Golondrinas,General Pedro Maria Anaya,Benito Juarez,19.359583,-99.162085,Arroyo,Instalada
Ce,444,General Manuel Rincón,Agustín Gutierrez,General Pedro Maria Anaya,Benito Juarez,19.359475,-99.159437,Arroyo,Instalada
Ce,445-446,Riff,Avenida Río Churubusco,General Pedro Maria Anaya,Benito Juarez,19.358934,-99.156064,Arroyo,Instalada
Ce,447,Agustín Melgar,Zamora,Condesa,Cuauhtemoc,19.418879,-99.176854,Arroyo,Instalada
Ce,448,Dr. Andrade,Arcos De Belén,Doctores,Cuauhtemoc,19.426611,-99.14447,Arroyo,Instalada
Ce,449,Acapulco,Puebla,Roma Norte,Cuauhtemoc,19.420281,-99.174392,Arroyo,Instalada
Ce,450,Ramos Arizpe,Av México Tenochtitlan,Tabacalera,Cuauhtemoc,19.438228,-99.152269,Arroyo,Instalada
Ce,451,Campos Elíseos,Goldsmith,Polanco,Miguel Hidalgo,19.428847,-99.201299,Arroyo,Instalada
Ce,452,Leibnitz,Av. Ejercito Nacional,Anzures,Miguel Hidalgo,19.435867,-99.179856,Arroyo,Instalada
Ce,453,Pedregal,Teapa,Lomas De Chapultepec Seccion Iv/Lomas Virreyes,Miguel Hidalgo,19.424842,-99.203739,Arroyo,Instalada
Ce,454,Montes Urales,Monte Pelvoux,Lomas De Chapultepec Seccion Iv/Lomas Virreyes,Miguel Hidalgo,19.425905,-99.204236,Arroyo,Instalada
Ce,455,Pedregal,Ferrocarril De Cuernavaca,Molino Del Rey,Miguel Hidalgo,19.426308,-99.2033,Arroyo,Instalada
Ce,456,Alpes,Montes Escandinavos,Lomas De Chapultepec Seccion V,Miguel Hidalgo,19.427517,-99.208412,Arroyo,Instalada
Ce,457,Av. Prado Norte,Explanada,Lomas De Chapultepec Seccion V,Miguel Hidalgo,19.42703,-99.212845,Arroyo,Instalada
Ce,458,Montes Urales,Volcán,Lomas De Chapultepec Seccion Iii,Miguel Hidalgo,19.428679,-99.206605,Arroyo,Instalada
Ce,459,Volcán,Montes Urales,Lomas De Chapultepec Seccion Iii,Miguel Hidalgo,19.429243,-99.207267,Arroyo,Instalada
Ce,460,Juan Vázquez De Mella,Homero,Polanco Seccion I/ Los Morales,Miguel Hidalgo,19.437014,-99.207932,Arroyo,Instalada
Ce,461,Presa Don Martín,Boulevard Miguel De Cervantes Saavedra,Irrigacion,Miguel Hidalgo,19.440106,-99.210031,Arroyo,Instalada
Ce,462,Presa Falcón,Presa Danxhó,Irrigacion,Miguel Hidalgo,19.442338,-99.205198,Arroyo,Instalada
Ce,463,Lago Andrómaco,Lago Zurich,Ampliacion Granada,Miguel Hidalgo,19.443228,-99.202492,Arroyo,Instalada
Ce,464,Mateo Alemán,Prolongación Moliere,Ampliacion Granada,Miguel Hidalgo,19.442421,-99.199838,Arroyo,Instalada
Ce,465,Lago Ginebra,Lago Wetter,Cuauhtemoc Pensil,Miguel Hidalgo,19.445039,-99.194078,Arroyo,Instalada
Ce,466,Lago Onega,Lago Ladoga,Modelo Pensil,Miguel Hidalgo,19.44269,-99.19083,Arroyo,Instalada
Ce,467,Lago Mayor,Lago Alberto,Granada,Miguel Hidalgo,19.440399,-99.186784,Arroyo,Instalada
Ce,468,Lago Xochimilco,Av. Ejército Nacional,Anahuac I Seccion,Miguel Hidalgo,19.43726,-99.179624,Arroyo,Instalada
Ce,469,Bahía De La Concepción,Bahía De Todos Los Santos,Veronica Anzures,Miguel Hidalgo,19.434183,-99.173089,Arroyo,Instalada
Ce,470,Bahía De Las Palmas,Bahía De Todos Los Santos,Veronica Anzures,Miguel Hidalgo,19.435039,-99.173879,Arroyo,Instalada
Ce,471,Bahía De Chachalacas,Bahía De Santa Bárbara,Veronica Anzures,Miguel Hidalgo,19.436287,-99.174888,Arroyo,Instalada
Ce,472,Bahía De Santa Bárbara,Bahía De Ballenas,Veronica Anzures,Miguel Hidalgo,19.437667,-99.17711,Arroyo,Instalada
Ce,473,Bahía Del Espíritu Santo,Bahía De Banderas,Veronica Anzures,Miguel Hidalgo,19.438143,-99.17519,Arroyo,Instalada
Ce,474,Bahía De San Hipólito,Bahía Del Espíritu Santo,Anahuac I Seccion,Miguel Hidalgo,19.438984,-99.177549,Arroyo,Instalada
Ce,475,Lago Muritz,Lago Alberto,Anahuac I Seccion,Miguel Hidalgo,19.439249,-99.181065,Arroyo,Instalada
Ce,476,Lago Como,Laguna De Mayrán,Granada,Miguel Hidalgo,19.442127,-99.184433,Arroyo,Instalada
Ce,477,Lago Iseo,Laguna De Mayrán,Anahuac I Seccion,Miguel Hidalgo,19.440905,-99.181743,Arroyo,Instalada
Ce,478,Laguna De Mayrán,Lago Chalco,Anahuac I Seccion,Miguel Hidalgo,19.440818,-99.176961,Arroyo,Instalada
Ce,479,Lago Muritz,Av.Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.444433,-99.179664,Arroyo,Instalada
Ce,480,Lago Iseo,Av. Marina Nacional,Mariano Escobedo,Miguel Hidalgo,19.446073,-99.181654,Arroyo,Instalada
Ce,481,Lago Garda,Mariano Escobedo,Popotla,Miguel Hidalgo,19.449367,-99.182461,Arroyo,Instalada
Ce,482,Lago Xochimilco,Laguna De San Cristóbal,Anahuac,Miguel Hidalgo,19.444826,-99.178393,Arroyo,Instalada
Ce,483,Colegio Salesiano,Marina Nacional,Anahuac,Miguel Hidalgo,19.443092,-99.177612,Arroyo,Instalada
Ce,484,Laguna Mayran,Lago Cuitzeo,Anahuac,Miguel Hidalgo,19.44046,-99.174564,Arroyo,Instalada
